Restaurant,Reviewer,Review,Rating,Metadata,Time,Pictures,Review_clean,,,,,,,,,,,
Barbeque Nation,Asad Rana,"Have visited this place on 2nd October with my family to celebrate my sister's birthday. All the places were booked but luckily got seats in late hour for lunch. Place is not that huge but very well maintained, hospitality is top notch by their staff.

Coming to food, starters were served as well as barbeque was set up on our table. Chicken, prawns, mushroom, paneer and seekh kebab all were marinated very nicely. It was really amazing in taste. Potato prepared with mustard sauce was just wow. There was no dish which didnt disappoint.

Main course - This is the part where they have exceeded and crossed all the expectations. All the dishes were really good in taste, usually I skip main course and go for dessert after starters bit here I have tried and it was really good. Egg curry, chicken, mutton Rogan all were good. Biryani was also good. Noodles with sauce were delicious enough. It wasn't their just to keep up the numbers.

Dessert - My favorite part and completely satisfied my sweettooth. Pastries, please cake, kheer, brownie all were good. Kulfi was nice which was served with little bit of rabdi on the top.

Overall we had a ball at this place, from starter to main course and dessert all were really good. They didn't give us any point where anything can be deducted. Service was top notch as usual and value for money. This outlet is one the best on in Hyderabad hands down.",1,"362 Reviews , 4102 Followers",10/31/2018 1:37,6,satisfied food service excellent want customer fully satisfied say chef mean,,,,,,,,,,,
Barbeque Nation,The Foodie Bookworm,"We are very satisfied with the food and the service was excellent. ""We want our customers to be fully Satisfied"" said the chef and he meant it.",1,"108 Reviews , 242 Followers",10/25/2018 7:57,0,go place dinner difficult find table wait minute ambience place average small place however starter really good crispy corn pannier tikka mushroom fruit come main course average dessert really good especially,,,,,,,,,,,
Barbeque Nation,Prasad Kayal,"We went to this place on Wednesday for Dinner. It was difficult to find a table and had to wait for 30 minutes. The ambience of the place is average and its a small place however the starters were really good (Crispy Corn, Panner Tikka, Mushroom and Fruit BBQ). Coming to the main course, it was average but the desserts were really good especially Gulab Jamun, Rabadi and Kulfi.",1,"34 Reviews , 53 Followers",10/21/2018 15:32,0,really barbecue nation outlet friendly never see before go last night total number gather play late mean staff barbecue nation always look silent food know but now hain,,,,,,,,,,,
Barbeque Nation,Sudeshna Banerjee,"Really These BarbeQue Nation's outlet is so friendly....i never seen before....we went there last night, total number were 40+...lots of kids were in my gang....they are playing a lot....they are means staffs of Barbeque Nation, always looking smile....now, foods are just too good...Kuch kehene ki baat i nehi hain",1,"2 Reviews , 32 Followers",10/21/2018 12:09,2,start complimentary drink blue pacific blue fresh lime soda refreshing novel starter subtle flavour require attention increase taste lemon chicken prawn fish head chef make chicken starter make day starter mushroom immediate crop corn salt properly come lure exciting mention mali star performer come dessert either dry sweet chill brownie dry cake tasty overdose sugar syrup absolute chill feel eat ice allow drop room temperature feel flavour overall watermelon papaya come dessert section rate food service ambience crowd go neck neck every counter,,,,,,,,,,,
Barbeque Nation,Epicure,"To start with , the complimentary drinks Blue mojito , pacific blue , fresh lime soda were refreshing. The nonveg starters were all with subtle flavours and requires some attention for increasing taste be it lemon chicken , prawns or fish. Head chef made chinese schezwan chicken starter which has made our day. The veg starters - Mushroom is a immediate No , cripsy corn was not salted properly , paneer came as a saviour. Maincourse was not that luring or exciting but to mention malai kofta was a star performer. Coming to Desserts : Its either too dry or too sweet or too chilled. Browine was too dry , cakes were not tasty, apple/pineapple jelabi was overdosed with sugary syrup , phirni an absolute no , kulfi was too chilled that u will feel as if u r eating ice but if u allow it to drop to room temperatures then u can feel the flavour of it. Overall watermelon n papaya came as a saviour in dessert section. I can only rate it 3 for food , 5 for service , 3 for ambience as its too crowded going neck to neck in every counter.",1,"61 Reviews , 26 Followers",10/14/2018 12:09,0,fantastic time love service food serve personnel make extra sure comfort team,,,,,,,,,,,
Barbeque Nation,Roopa2,"We had a fantastic time and loved the service and food both. The serving personnel made extra sure of comfort for the kids, kudos to Azaad and team.",1,2 Reviews,10/10/2018 5:53,0,almost forget write review get busy find picture gallery lunch colleague last month bad day already place nice set expectation food first presence foreign particle food question level hygiene inside kitchen probably lucky day two instance politely ask replace drink serve thing get much find hair crispy corn put light serve staff try take away plate get listen replace drive mad demand see manager apologize ask plate replacement do food nonsense end manager show specially make desertion hygiene service bad team time wait get food overall experience bad something expect nation,,,,,,,,,,,
Barbeque Nation,Rabia Sultana,"I almost forgot to write the review as I got too busy until I found these pictures in my gallery. I was here for a lunch with my colleagues last month. What a bad day it was. When you have already been to the place and have a nice set of expectations from the food. First of all, the presence of foreign particles in food questions the level of hygiene inside the kitchen. I was probably too lucky that day to have two such instances. I politely asked to replace the drink that was served. But things got too much for me when I found a hair in the crispy corn. When I put this into light to the serving staff, they just tried to take away the plate and all I got to listen was they will replace it. That?ôs what drove me mad. When I demanded to see the manager, he apologized and asked for the plate replacement. But I was done with the food now. No more nonsense. At the end, the manager showed up with a specially made choco-vanilla dessert(in pic).
Not just the hygiene, but the service was bad too. The team was all the time waiting for them to get the food. The overall experience was bad, something not expected from a BBQ Nation.",0,"10 Reviews , 2 Followers",10/9/2018 21:06,2,place go keep name amazing starter chicken kebab wonderful crispy corn cajun spice potato super duper awesome round starter be not space main course directly go dessert house speciality taste good ice cream make perfect,,,,,,,,,,,
Barbeque Nation,Prachita Jayaswal,"This place goes and keeps up with the name! Amazing starters. The chicken kebabs are wonderful. The crispy corn and the Cajun spice potatoes are super duper awesome!! After the rounds of starters,. There wasn't any space for the main course so directly went for desserts. Their in house kulfis are the speciality here. Paan kulfi tastes the best! Gulab jamuns with ice-cream make the perfect combo.",1,"104 Reviews , 531 Followers",9/28/2018 1:27,8,awesome food awesome awesome service keep thumb barbecue nation birthday go awesome,,,,,,,,,,,
Barbeque Nation,Fashion Shadz,"Awesome food and awesome Service.Specially by Mr. Gopal who was awesome with his services .
Keep it up and Thumbs up for Barbeque nation , Gachibowli.
My birthday went awesome",1,1 Review,9/26/2018 22:37,0,food quality degrade before tea serve proportion water ice tea flavour party serve counter pathetic bad quality oil even ghee much upset food quality time,,,,,,,,,,,
Barbeque Nation,Krishna Giri,"Food quality has degraded than before.
Ice tea served was more proportion of water . Ice tea flavour was not there at all. Partha served over the counter was pathetic. It was having very bad quality of oil not even ghee. Very much upset with the food quality this time.",0,"4 Reviews , 34 Followers",9/19/2018 20:30,0,awesome place good great food chef always come table know enjoy starter improvement need special starter prefer enemy love place multiple time still do not get,,,,,,,,,,,
Barbeque Nation,Satyanarayana Murty Karra,"Awesome place !!!

1. Good ambiance,
2. Great food ( Veg)
3. Chef always comes to your table to know if we are enjoying the starters and any improvement is needed or any special starter that we prefer etc.,


My kid loves this place and we have been there multiple times and still don't get bored.",1,"4 Reviews , 1 Follower",9/17/2018 15:07,0,course good place celebrate special occasion beautiful place dine friend family perfect delicious food sweet gesture cake restaurant song staff make special variety,,,,,,,,,,,
Barbeque Nation,Epicurean Palette,"And of course the best place to celebrate your special occasions. Beautiful place to dine with your friends and family. Perfect ambiance. Delicious food. A sweet gesture of cake from the restaurant itself and song by the staff, making it more special. And the varieties of kulfis.",1,"72 Reviews , 1715 Followers",8/31/2018 22:46,6,good service good receive well satisfied service service good responsibility towards customer,,,,,,,,,,,
Barbeque Nation,Rajesh,"Good service, very good receiving nature.
Very well satisfied with his service and the food.
Outstanding service by azad hussain with good responsibility towards customers.",1,"1 Review , 1 Follower",8/30/2018 23:02,0,love food ambience good desert could somewhat well overall would recommend place staff friendly chicken good dish serve,,,,,,,,,,,
Barbeque Nation,Varun Reddy,"Loved the food, ambience is good, deserts could be somewhat better but overall i would recommend this place. Staff is friendly. Chicken is the best of all the dishes they serve.",1,"125 Reviews , 4642 Followers",8/29/2018 1:02,0,first time barbecue nation five hear great thing people sound like serve food heaven let tell experience outlet go judge outlet service good call thrice get starter serve chicken taste stale fish prawn amazing though serve complimentary drink select ice tea bad one five ever have good thing place manager know be not happy try well make thing right make chef come table feel good care for like ambience place definitely give another chance outlet,,,,,,,,,,,
Barbeque Nation,Esli Jacinth,"This was my first time at a ""Barbeque Nation."" I've heard great things about it, people sounded like they serve food from heaven.
Now, let me tell you about my experience at this outlet, not going to judge the other outlets. The service was not good, we had to call em' more than thrice to get the starters served, the chicken tasted stale, fish and prawns were amazing though. They were serving complimentary drinks, I selected ice tea, worst one I've ever had.
The good thing about this place, their ""manager,"" he knew we weren't happy, tried his best to make things right for us, made the chef come to our table, which felt good and cared for.
I liked the ambience of this place, will definitely give another chance to this outlet ?åÔ?",1,"20 Reviews , 7 Followers",8/24/2018 19:18,1,visit branch independence day lunch two friend usual barbecue nation superb food service people prefer somehow feel still good place staff member really good everything delicious really enjoy time thumb,,,,,,,,,,,
Barbeque Nation,Indranil Saha,"I visited this branch for Independence Day lunch with two of my friends. As usual Barbecue Nation was superb at its food and service. People in Hyderabad prefer AB?ôs over BN, but somehow I felt BN is still a better place. Staff members were really good and everything was so delicious! We really enjoyed our time there. Thumbs up ??",1,"36 Reviews , 196 Followers",8/15/2018 21:42,1,always good visit place celebrate precious day good quality service excellent wish keep quality always,,,,,,,,,,,
Barbeque Nation,Shrikant,It's always good to visit this place. We celebrate some of our most precious days. Good quality and service is excellent. I wish you keep this quality always.,1,"8 Reviews , 3 Followers",8/12/2018 18:42,0,service excellent staff much polite frequent visit chef make sure taste acceptable laudable point bit vex good space less hence weekend sound like market,,,,,,,,,,,
Barbeque Nation,Karthik Kumar,Service was excellent and staffs were much polite. Frequent visits by chef to make sure taste is acceptable was laudable but after a point it had bit vexed us. Ambiance was good but space was very less hence during weekends it sounds like bring in a market.,1,"19 Reviews , 10 Followers",8/12/2018 15:15,1,food give good experience excellent,,,,,,,,,,,
Barbeque Nation,Vivek Dasari,Food is excellent.......ambience is very good......loved the Greek festival......Azad Hussian gave us a very good service......overall experience is excellent.....,1,"1 Review , 19 Followers",8/9/2018 23:03,0,amazing food simply also really definitely recommend everyone visit place,,,,,,,,,,,
Barbeque Nation,Abhiteja Ch,"Amazing food and ambience.
Starters were simply delicious.
Desserts were also really good.
Would definitely recommend everyone to visit this place.",1,"87 Reviews , 285 Followers",7/31/2018 23:43,0,unlimited food delicious nation locate near lake exactly beside bistro outlet barbecue nation quite congested situate ground floor indoor sitting include well maintain sit arrangement large table capacity up to people per table play silent song arrive get privilege early bird complimentary cocktail serve kebab corn start barbecue six member bring barbecue barbecue serve type non vegetarian vegetarian food include prawn chicken fish mutton potato corn lot prawn fish starter least hour move towards soup one non one soup request hot sour soup prepare main course serve well non curry finally large variety dessert menu include ice cream pastry from quick staff good chef come table take feedback,,,,,,,,,,,
Barbeque Nation,Age Of Foodies (Suraj Karambe),"Unlimited BBQ food with delicious desserts-
Ambiance-
Barbeque Nation is located near Wipro Lake exactly beside Deli 9 Bistro. This outlet of Barbeque Nation is quite congested. As it is situated at the Ground floor, indoor sitting includes well maintained sitting arrangement with large tables of capacity upto 8-10 people per table. They play silent English songs in the background.
Food-
As we have arrived before 7pm, we got the privilege of the early bird complimentary mocktails. They served veg kebab and american corn before starting the barbeque. As we were six members they brought 2 barbeques. In the barbeque they served all types of non vegetarian and vegetarian food including prawns, chicken, fish mutton, paneer, potatoes, corns. We had lots of prawns and fish in the starter and had for at least 2 hours. After that, we moved towards the soup, they have only one non veg and one veg soup. We requested for hot and sour soup, so they prepared for us. In main course they served veg as well as non veg curries, Chinese and biryani. Finally they had a large variety of desserts in their menu including kulfis, ice creams, Gulab Jamun, pastries, firni and brownies.
Service-
Service was very quick and the staff was very good. Chef himself came to our table to take the feedback.",1,"104 Reviews , 334 Followers",7/31/2018 23:27,0,service good satisfied food item rock per wish serve service excellent compare outlet,,,,,,,,,,,
Barbeque Nation,Prasanna Kalyan Vittapu,The service is too good.. If you are not satisfied with any food item basudev will recook as per your wish and serves it again... The service is just excellent compared to other outlets..,1,"1 Review , 2 Followers",7/30/2018 17:29,0,food tasty staff friendly although option main course well starter bite less service relatively slow compare barbecue still would recommend visit,,,,,,,,,,,
Barbeque Nation,Atul Mani,Food was tasty. Staffs were very friendly. Although the options in main course as well as for starters was a bit less and service was relatively slow when compared to other barbeques. Still would recommend to visit once.,1,"45 Reviews , 122 Followers",7/27/2018 11:24,0,visit along friend lunch today s stater serve taste less chicken prawn everything taste semester repetitive reminder also serve much variety available statesman course desert serve namesake horrible experience overall,,,,,,,,,,,
Barbeque Nation,Chinmaya Barik,"Visited it along with my friends for lunch today..
Most of the staters were served was of same taste n less grilled.Fish n chicken n prawn everything tastes same.After repetative reminder also they served the same.Also there is not much varieties are available for stater.Main course is ok.Deserts are pathetic.They are serving it for namesake..It's a horrible experience overall",0,1 Review,7/21/2018 19:31,0,visit today honest waste money everything serve taste variety taste fish chicken almost taste similar like put spice fish chicken mushroom prawn desert simply bad like name sake serve want taste something good recommend,,,,,,,,,,,
Barbeque Nation,ZENITH Meher,"I visited today . To be honest it's waste of money .... Everything that they serve tastes the same ... There is no variety of tastes... Fish and chicken almost tastes similar... It's like they have put the same spices on Fish .. chicken , mushroom and prawns.. Deserts are simply the worst.... It's like just name sake they are serving ...
For those who want to taste something good.. it's not recommended.",0,1 Review,7/21/2018 19:19,0,go parent totally worth service extremely good parent love every bit starter dessert always course lot variety always fill starter place leave stomach try main one place,,,,,,,,,,,
Barbeque Nation,Neha Aggarwal,"I went there with my parents, and it was totally worth it. The service was extremely good and my parents loved every bit of it.
Starters and dessert always amazing.
Main course have a lot of varities but we always fill ourselves with starters that no place is left in stomach to try main course.
Overall it has been one of my favourite place .",1,"91 Reviews , 191 Followers",7/20/2018 14:48,0,really awesome experience guy really friendly good conversation come back hungry,,,,,,,,,,,
Barbeque Nation,Smruti Ranjan Mishra,Qutub Yasin - It was really an awesome experience with these guys. He was really friendly and we had a very good conversation him. I will come back hungry for more.,1,"1 Review , 10 Followers",7/15/2018 23:34,0,barbecue nation absolutely great place dine frond simply mouth water great great prince have want visit,,,,,,,,,,,
Barbeque Nation,Srinivas,"Barbeque Nation absolutly Great place to Dine with frinds r family..
Buffet was simply mouth watering food..
Ambince superb
Service great ..
Great exprince we had..
We want to visit again .......",1,"34 Reviews , 7628 Followers",7/14/2018 13:10,0,go lunch along wife birthday lunch lunch perfect decent item menu take good care would recommend place great lunch,,,,,,,,,,,
Barbeque Nation,Salman.Ghaffoor,"Went for lunch along with wife and bro for birthday lunch, And Lunch was perfect and had some decent items on menu, Gopal took good care of us. I would recommend this place for great lunch.",1,"21 Reviews , 33 Followers",7/7/2018 18:59,9,excellent service food buffet place really warm service always willing menu since become repetitive otherwise pocket pinch slightly high totally worth then good starter cajun potato crispy corn mushroom dah kebab corn tikka starter smack make sure keep room main course have not try many option main course though dal rice comfortable dessert gal literally world try scoop vanilla ice cream would not want eat anywhere else alongside pan must try plenty dessert choose roadway baroque grill,,,,,,,,,,,
Barbeque Nation,Vedant Killa,"Excellent service and food buffet! This place has really warm service and they are always willing to customise the menu since it becomes repetitive otherwise. The pocket pinch is slightly higher, but it's totally worth it.

Then best starters are Cajun potato, crispy corn, mushrooms, dahi kebabs, corn tikki. All the starters are lip-smacking. Make sure to keep room for the main course.

I haven't tried many options from the main course, though, dal makhani and rice is a very comfortable choice.

Coming to desserts, gal Jamuns are literally out of the world. Try them with a scoop of vanilla ice-cream. You wouldn't want to eat them anywhere else! Alongside, pan kulfi is a must try. ???ò¨ there are a plenty of other desserts to choose from.

Always up for a BarBQue grill ??",1,"86 Reviews , 216 Followers",7/6/2018 20:52,1,visit along friend dinner buffet last week starter serve slowly even repetitive remind response staff fish starter well cook chicken starter crispy corn goodman s dessert good usual much different other,,,,,,,,,,,
Barbeque Nation,Sunil Tatipelly,"Visited it along with my friend for dinner buffet last week. 

Most of the starters were served slowly. Even after repetitive reminding no response from the staff. Fish starters were not well cooked. Chicken starters & crispy corn were good.

Mains and desserts were good as usual, not much different from others.",1,"9 Reviews , 19 Followers",7/5/2018 16:17,0,expensive barbecue counterpart experience place worth every penny starter main course everything rich flavour taste soft mutton kebab ever taste menu do not include mutton yet waiter serve pro ghee nain hospitality worth mention head chef come take feedback warm ambience good people great food do not miss place,,,,,,,,,,,
Barbeque Nation,Tarannum Ara,"More expensive than the other barbecue counterparts but once you experience this place, you will realise why it's worth every penny. From the starters to the main course. Everything was rich in flavour and taste. Softest mutton sheekh kebab ever I tasted here. The menu didn't include mutton keema, yet our waiter Gopal served us some with pav and ghee naan. His hospitality is worth mentioning. The head chef came and took our feedback. Very warm ambience, good people and great food. Don't miss this place.",1,"6 Reviews , 45 Followers",7/3/2018 16:46,0,barbecue good taste quality fish chicken mutton perfect though main course variety less overall like place diligent service staff head chef also want feedback food personally like much happy visit another time,,,,,,,,,,,
Barbeque Nation,Ritobrata Choudhury,"Barbeque was good in taste. Quality of fish chicken mutton was perfect. Though main course variety was less, overall i liked the place. Diligent service by all staffs. The head chef also wanted feedback for the food, which i personally like very much! Happy to visit another time!",1,"7 Reviews , 29 Followers",7/2/2018 15:43,1,good food visit time like food good hospitality desert definitely visit thank make day special,,,,,,,,,,,
Barbeque Nation,RAVI RATHORE,"Good food. I visited 4 times and i like the food.. good hospitality.... ambiance is ok..
Deserts was mouthwatering...I will definitely visit again.. thanks for making my day special.. ??????
all the best????????",1,"10 Reviews , 296 Followers",7/1/2018 16:23,0,hell party land colleague friend barbecue nation say tenderness grill fish chicken mutton kebab serve starter also dish grab attention main course meal really nice dessert also pretty good meal package must option choose corporate meal birthday celebration friend hangout,,,,,,,,,,,
Barbeque Nation,Saumya Ranjan,"It?ôs a hell of party when you land with your colleagues or friends at barbecue nation. I should not say about the tenderness of grilled fish, chicken and mutton kebabs being served as starters but also about the veg dishes that grabbed my attention. The main course meals were really nice and dessert was also pretty good for the meal package. It?ôs a must option if you are choosing for corporate meals, birthday celebrations or friends hangout.",1,"34 Reviews , 50 Followers",6/30/2018 14:37,0,go office group member first seat issue starter spice level match low normal spice margin soft skewer keep drop fire corn fry good food excellent especially sweet corn soup dessert good whole satisfying experience,,,,,,,,,,,
Barbeque Nation,Yoga,We went here from office. A group of 17 members. We were the first so seating was not an issue. I had veg starters and it was marvellous. For once the spice levels matched my lower than normal Hyderabad spice margins. The paneers were too soft for the skewers and kept dropping into the fire. The corn fried were very good. Food was excellent especially the sweet corn soup. Desserts we very good. On the whole a satisfying experience.,1,"62 Reviews , 1193 Followers",6/26/2018 19:51,0,always good non starter good still overall good always flavour hope next time may get new flavour rest staff service good,,,,,,,,,,,
Barbeque Nation,Chanda,"Always good , for non veg starters are too good than veg , still overall it's good , always biryani will be same kasmiri flavoured , hope next time I may get new flavoured biryani , rest all staff and service were good",1,"106 Reviews , 763 Followers",6/23/2018 21:32,6,barbecue one favorite barbecue nation perfect blend good food ambience always good would well try something new birthday wish,,,,,,,,,,,
Barbeque Nation,Sind Hu,Barbeques are one of my favorites. Barbeque Nation is a perfect blend of good food and Ambience. Always been best at servicing. Would be better if they try something new for birthday wishes.,1,"61 Reviews , 167 Followers",6/23/2018 20:18,1,quick review point slippery floor careful good high heel child perhaps do not time clean reach standard safe place bathroom mean rotten rat dirty washroom tiny door hefty jumbo size can not get service can not handle crowd till place start get fill sure get feel crowded market waiter shout chatter service time order time pathetic advance booking do not understand mean advance booking soon step pan rather name sugar syrup top milk green color pathetic worth give tough time taste bud,,,,,,,,,,,
Barbeque Nation,Deepak,"Quick review points
- slippery floor .. be careful when you good with high heels or children. Perhaps they don't have time to clean it up to reach standards of safe place
- bathrooms meant for rotten rats... Dirty washroom and tiny doors. Hefties and jumbo sizes, you can't get in
- service ... Ohhh they can't handle crowd from 8 pm till the place starts getting filled up. For sure you will get feel of crowded market where waiters shout and chatter, but service time and order time is pathetic.
- advance bookings ... They don't understand what means advance booking as soon as u step in
- pan kulfi... It should rather be named as sugar syrup topped with milk and green color. Pathetic and not worth giving tough time to your taste buds.",0,"2 Reviews , 3 Followers",6/23/2018 14:54,0,food good service staff excellent worth every rupee reasonable price compare barbecue service staff excellent,,,,,,,,,,,
Barbeque Nation,Sai Prasad Koneru,Food is good. The service from the staff is excellent. Worth every rupee. Reasonable price when compared to other barbeque.. service from the staff is excellent...,1,"9 Reviews , 35 Followers",6/22/2018 14:48,2,serve rice food good starter good enough get star main course excellent compare absolute barbecue star show mali buffet,,,,,,,,,,,
Barbeque Nation,Siddhartha,"Serving is nice,food is good starters are good enough to get a 3 star main course is excellent when compared to absolute barbecues but star of the show is malai kulfi.absolute show.stopper of the buffet.",1,"2 Reviews , 3 Followers",6/11/2018 15:03,0,famous huge spread starter range place almost visit barbecue city similar menu nothing outstanding restaurant taste polite service good love pan,,,,,,,,,,,
Barbeque Nation,Deepthi,"Barbeque?ôs are famous for their huge spread in the starters range, so was this place. Have almost visited most of the barbeques in the city. Similar menu and nothing outstanding in this restaurant. Taste was average.
Staff were very polite and the service was good. Loved the pan kulfi.",1,"19 Reviews , 9 Followers",6/4/2018 18:24,0,good place birthday similar event wide variety food item available visit place fest wherein find lot variety,,,,,,,,,,,
Barbeque Nation,Raj Kamal,Good place for birthdays and similar events. Wide variety of food items available. Had visited the place during some fest wherein I found lots of varieties.,1,"8 Reviews , 13 Followers",5/27/2018 15:08,0,visit place marriage anniversary food excellent especially starter like mutton sheik kebab meat tender tasty prawn good well love crispy corn improve dessert excellent right valet guy manager every one serve food assistive always check need anything chef kind enough ask food cook chicken specially terrific seem perfect perfect day,,,,,,,,,,,
Barbeque Nation,Chandrakanth P,"Visited this place on our marriage anniversary. Food was excellent. especially the starters. liked the mutton sheek kebab more. meat was tender and tasty. bbq prawns were good as well. veggies will love crispy corn here. Can improve on the desserts variety.
Service was excellent. Right from the valet guy to the manager, every one were courteous.
Azad who served food for us was very assistive and always checked if we needed anything. Chef was kind enough to ask us about the food and cooked chicken specially for us which was terrific. All seemed perfect for a perfect day.",1,"2 Reviews , 23 Followers",5/26/2018 18:22,0,one good place i have ever go buffet especially great service provide agent really birthday sorry late welcome drink till complimentary cake food delicious great job,,,,,,,,,,,
Barbeque Nation,Kanukunta Saimounika,"One of the best place I've ever went to buffet. Especially the great service provided by the agents over there , it really impressed. It was on my birthdae :) April 2. Sorry for the late review.
Starting from Welcome Drink till the complimentary cake , the food was so delicious.... Great Job !!!!",1,"3 Reviews , 1 Follower",5/26/2018 5:05,0,wedding anniversary excellent service provide staff non starter good also good do not feel main course great compare starter do not like chicken due brain enjoy dessert lot especially staff help celebrate event,,,,,,,,,,,
Barbeque Nation,Swarooparani Gali,"Have been there for our wedding anniversary. Excellent service provided be staff. Non veg starters were too good. Ambiance was also good. Didn't feel the main course that great compared to starters (Didnt like Chicken Dum biryani). Enjoyed desserts a lot especially Kulfi

Thank Staff for helping us and celebrating our event :)",1,"1 Review , 1 Follower",5/24/2018 17:06,0,guy really awesome else like expect lunch good food great hospitality take minute routine appreciate service hospitality provide vibrissa good seriousness improve incorporate customer great,,,,,,,,,,,
Barbeque Nation,Teju,"You guys are really awesome. What else a foodie like me can expect for lunch, good food and great hospitality......I should take a minute from my routine to appreciate the service and hospitality provided by Mr. Vibhishan and Mr. Susheel.......
Though you are the best the curiousness to improve by incorporating inputs/feedback from customers by you are great.....",1,"12 Reviews , 5 Followers",5/21/2018 15:22,0,place friend family hospitality next level staff polite know delight customer well starter desert simply awesome do not munch much main course enough space leave dummy starter like way staff take concern regard pastry feel contain egg vegetarian ensure say pastry egg less also offer special chocolate chip ice cream guy good hospitality love keep come back,,,,,,,,,,,
Barbeque Nation,Vinay,"A place to go with friends and family. Hospitality is just at the next level. Staffs are very polite and know how to delight the customers. Well, starters and deserts are simply awesome. I don't munch much on the main course (not enough space left after yummy starters).
I liked the way staff took my concern regarding pastry where I felt contained an egg (I am vegetarian). They not only ensured me that the said pastry is egg less but also offered me special chocolate chips icecream. You guys are just too good in the hospitality. Will love keep coming back there.",1,"6 Reviews , 5 Followers",5/20/2018 18:34,0,numerous option grill chicken prawn different flavor tasty pineapple different test perfect place satisfy hunger great food staff service good ask serve starter accord taste requirement spicy mild please advance book rush day,,,,,,,,,,,
Barbeque Nation,Priyanka Paul,"Numerous options. Grilled chicken and prawn , all the kulfis in different flavors are tasty. Pineapple jalebi was very different but okz in taste.A perfect place to satisfy ur hunger with great food , ambiance and service.

Great staff. The service is very good. You can ask them to serve the starters according to ur taste requirement (spicy or mild). Please do the advance booking as it have rush on all the days.",1,"62 Reviews , 57 Followers",5/15/2018 16:07,0,visit barbecue nation multiple time beyond expectation every time love item keep grille especially non vegetarian one novel one like prawn fish forget mention service ambience service good even ambience great grill like crispy corn also thing serve always awesome go jewel sea festival get crab curry flesh butter name crab curry great nice butter name great even nice even go curd rice dal nice overall experience barbecue nation awesome,,,,,,,,,,,
Barbeque Nation,Advait Shiralkar,"I have visited barbeque nation multiple times and it has been beyond my expectations every time. I love the items which they keep on their grills especially the non-vegetarian ones. in the non-veg ones I most like their prawns and the fish. I had forgot to mention the service and the ambience. the service is good and even the ambience is great. in of the grill I like the crispy corn and  the and some aloo thing they serve it is always awesome. as we went there on jewel of the sea festival, I had got crab curry (with no flesh in it) and we had butter naan and tandoori roti. crab curry was not so great but nice. the butter naan was great and even the tandoori roti was nice. we even went for curd rice and dal makhni. both of them were nice. my overall experience with barbeque nation was awesome.",1,"22 Reviews , 52 Followers",5/14/2018 9:19,0,service pathetic order sizzle lamb tell lamb order another sizzle noodle take min serve one also serve rice instead ask change give noodle differently since irritate lot sauce sweat first min leave sizzle such apology nothing side ask manager tell helpful apologetic deny never serve benjamin still apologetic whole group,,,,,,,,,,,
Absolute Sizzlers,Arun Sharma,"Service was pathetic. Ordered a sizzler with lamb, was told no lamb. Ordered another sizzle with Noodles. It took 15 mins to serve that one. Also, served it with rice instead and when I asked to change, they gave me a noodle differently and that too since they were irritated with lots of chilli sauce. I sweated through first 5 mins and then just left the sizzler as such.

No apologies, nothing from there side. When asked for manager, told me he is not here.

Prakash was not helpful or apologetic, he just denied that he never served it.
Benjamin still was apologetic about the whole goofup.",0,"7 Reviews , 64 Followers",5/21/2019 21:45,2,order chicken chip give noodle soup dish chicken salad wrong order deliver,,,,,,,,,,,
Absolute Sizzlers,Pallavi Mitra,"I ordered a chicken American chopsey, and they gave me this. There was no noodles in it nor soup. The dish was more of a chicken salad. Wrong order delivered.",0,"12 Reviews , 2 Followers",5/21/2019 6:49,1,great place awesome ambience food staff good delight must try also sizzle chicken come budget lunch,,,,,,,,,,,
Absolute Sizzlers,Avi Ranjan,"Great place ???èª Awesome ambience and food , staff is good and seafood delight is a must try also sizzling chicken ???èª come for budget lunch with your girlfriend ??",1,"1 Review , 2 Followers",5/20/2019 14:53,0,first try back food taste quantity good seem much offer quantity quality food disappoint next two start reduce quantity main dish sizzle seem main dish top attract,,,,,,,,,,,
Absolute Sizzlers,Raju,"When we first tried, that was 8months back.. the food taste and the quantity was good. Now they seems very much focused on offers not the quantity and quality of food. Very disappointed on my next two visits;They started reducing the quantity of the main dish in their Sizzlers, seems now the main dish is just for topping to attract.",1,"10 Reviews , 3 Followers",5/18/2019 9:18,0,visit lunch today colleague order one spicy chicken sizzle two buffet buffet come non sizzle though without side fry buffet decent though great variety taste sizzle leave good portion perfectly cook fresh chicken fillet load garlic sauce would recommend sizzle buffet,,,,,,,,,,,
Absolute Sizzlers,Ravi Yogesh,"Visited for lunch today with colleagues and ordered one spicy chicken sizzler combo and two buffets. The buffet comes with veg and non veg sizzler , though without the sides (fries, veggies and noodles/rice). The buffet was decent though not great wrt variety and taste but the sizzler combo left us impressed with very good portions , perfectly cooked fresh chicken fillets loaded with veggies and garlic sauce. Would recommend the sizzler combo over the buffet.",1,"161 Reviews , 201 Followers",5/17/2019 20:00,5,thank thank thank one thank hospitality great place delicious even service also wear want visit recommend,,,,,,,,,,,
Absolute Sizzlers,Ramesh Pedada,"Thanks thanks thanks ones again thank you for your such a hospitality . ..it's great place to dine...
Food was delicious even service also wow...
We want to visit again....

Highly recommend ....",1,"1 Review , 1 Follower",5/17/2019 19:36,0,wait long time restaurant dine finally visit family delicious thank service also glorious also nice want visit recommend restaurant,,,,,,,,,,,
